1710959400000,64403.89000000,65470.00000000,63952.39000000,65414.93000000,2196.35059000,1710961199999,142268250.05434840,89421,1234.38862000,79966705.70081800,0
1710961200000,65414.93000000,65740.00000000,65100.30000000,65450.18000000,2153.31026000,1710962999999,140877170.70975830,76985,1065.31817000,69706750.03809900,0
1710963000000,65450.17000000,66000.00000000,65326.37000000,65784.46000000,1888.83916000,1710964799999,124128854.82220470,70126,923.99181000,60728593.98633390,0
1710964800000,65784.47000000,66888.00000000,65656.41000000,66888.00000000,2915.25594000,1710966599999,193540596.04023040,98809,1538.82850000,102156951.60199620,0
1710966600000,66887.99000000,67793.00000000,66872.03000000,67057.56000000,3132.50174000,1710968399999,210773701.66956410,117148,1675.70187000,112734248.41293160,0
1710968400000,67057.56000000,67899.99000000,66913.93000000,67773.78000000,2113.48633000,1710970199999,142305703.08689600,76321,1199.74801000,80779940.91777440,0
1710970200000,67773.79000000,67866.96000000,67414.00000000,67676.15000000,1268.50882000,1710971999999,85770206.48606990,61083,587.70065000,39741701.32136040,0
1710972000000,67676.15000000,68100.00000000,67570.00000000,67706.00000000,1559.98689000,1710973799999,105813139.30751150,67606,822.38291000,55800476.66588710,0
1710973800000,67706.00000000,67799.53000000,67355.21000000,67681.94000000,1224.97073000,1710975599999,82762297.80592830,47702,545.77903000,36878587.23130700,0
1710975600000,67681.94000000,67958.52000000,67424.11000000,67843.00000000,1134.83606000,1710977399999,76865327.65790870,47284,564.16371000,38218778.86832450,0
1710977400000,67843.01000000,68050.72000000,67641.10000000,67840.51000000,1166.15507000,1710979199999,79118302.33249260,50364,593.52308000,40271403.38952840,0
